Stuart Ramsay witnesses a Taliban�,Sno.,Author_ID,ID,Text,Like Count,Reply Count,Retweet Count,NewFinal,Comments
2782,276,135516396,1.41E+18,"#NeverForget SSG Staff Sgt. Christopher J. Antonik, 29,  assigned to 1st Marine Special Operations Battalion, U.S. Marine Corps Forces Special Operations Command, Camp Pendleton, Calif.; died 11Jul11 while supporting combat operations in Helmand province, Afghanistan. https://t.co/Iizz23ud5y",12,1,9,X,
,,,,,,,,,
,,,,,,,,,
2785,282,219360404,1.42E+18,"Pakistan's propaganda again failed. Pakistan has been spreading fake news about #Baloch leader Dr. Allah Nazar Baloch. 
Baloch Liberation Front have denied reports of killing of their leader Dr Allah Nazar Baloch in Afghanistan. 
#Balochistan
#DrAllahNazarBaloch https://t.co/Dz4ZivacR9",3,1,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2798,352,7.75E+17,1.42E+18,"*|red circle| Leader orders MFA to take into account interests of Iran, Afghanistan in decisions*

|black small square|︎The Leader of the Islamic Revolution has instructed Iran's foreign ministry to make decisions about Afghanistan based on the interests of both countries, an official in the ministry says.",10,1,2,X,
,,,,,,,,,
,,,,,,,,,
2801,357,78122920,1.42E+18,"Haiti, Cuba, Argentina, Afghanistan, Iraq, Iran, India, China, Israel just to name a few countries that desperately need the prayers of the Christian today.  

People are hurting, Governments have failed them, man is corrupt, ONLY Jesus is the answer!  Pray for true Peace!",6,1,1,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2808,398,1.11E+18,1.41E+18,"Great, does this mean my last package sent from Brisbane and was forever lost.. won't end up on the back of a camel in Afghanistan? |thinking face| 

Australia Post launches new parcels marking traditional place names - ABC News https://t.co/nJYEISWrAR",6,1,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2815,427,1.16E+18,1.41E+18,"@USAmbKabul 
We ask the U.S Ambassador in Kabul, Afghanistan for his cooperation and I ask him to help the winners of DV 2021, as time is running out and we are still looking forward to our interview. 
Please start interview for Afghan DV-2021 |flag for U.S. Outlying Islands|🙏
Please save Diversity Visa |pray|",7,1,9,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2820,451,1957610664,1.41E+18,This map shows Afghanistan's demographic distribution. https://t.co/h7XFwlNFQk,104,14,36,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2826,471,516626068,1.41E+18,"At the #FAC, in addition to top issues like #Ethiopia and #Afghanistan, we had a working meeting with our Israeli counterpart @yairlapid. I reiterated that #Israel's peace and security depend on a comprehensive, just and fair solution to the conflict.",22,7,6,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2832,505,3317268426,1.41E+18,"Extremist Christians are the equivalent of the Taliban, except no turbans.",4,2,1,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2836,529,9.88E+17,1.42E+18,"Anglicanism is inherited by being a people historically subject to the British Empire and retaining belief in a personal God. Ergo, a Muslim goat herder in Afghanistan? Anglican. Me? Anglican. Baptist Scots-Irish Appalachian? Believe it or not, Anglican. https://t.co/IpBzukjOV4",1,1,1,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2841,536,355748049,1.42E+18,"Lyrics ""Poos dy tangi masty zadrony"" #JawedShabikhailRababi
At Gumal pass, connecting #Afghanistan. while hosting a friendly gathering followed by a traditional hunt of cranes. The ethernal landscape, relaxing environment, nd rabab; a prfct rcipe 4 a tranquil soul. #MyWaziristan https://t.co/b8nDeJIiNV",12,1,2,X,
,,,,,,,,,
2843,544,3060260093,1.41E+18,TOMORROW Jeff Schloesser will join @600kcol to discuss his book- Marathon War #BookBoost #book #WritingCommunity #war #author #leadership #Afghanistan #America #americanmilitary #Read #UnitedStates https://t.co/wkw8RdLY0J,0,1,0,X,
,,,,,,,,,
,,,,,,,,,
2846,547,1.14E+18,1.41E+18,@NQkhan66's account has been withheld in India in response to a legal demand. Learn more.,1,1,6,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2857,581,2224601112,1.42E+18,"PAKISTAN UPDATE ;

Pakistan govt is now cribbing that India has created a hybrid war to isolate Pakistan &amp; Taliban both.

Pakistan is badly trapped from both sides.",27,14,9,X,
,,,,,,,,,
,,,,,,,,,
2860,589,587955457,1.42E+18,"|flag for China|🇦|regional indicator f| Meet with Dr. Yue Xiaoyong, the newly appointed Chinese Foreign Ministry Special Envoy for #Afghanistan affairs, replacing Ambassador Liu Jian.

Dr. Yue has worked as Chinese ambassador to |flag for Qatar|#Qatar, |flag for Jordan|#Jordan and |flag for Ireland|#Ireland. https://t.co/Yn8xGeuxoY",131,3,11,X,
,,,,,,,,,
2862,601,8.47E+17,1.42E+18,"Remembering LCPL Ken Rowe and MWD Sasha who died on 24th July 2008 whilst on operations in Afghanistan.|footprints|🐾
Thoughts are with his family and friends |people hugging|
We will remember them |flag for United Kingdom| https://t.co/jAEFGqi2EY",419,12,48,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2868,633,1.40E+18,1.42E+18,ImranKhan |pig face| of #IslamicGutter being used &amp; abused by #US #Russia &amp; #China result #India vigilent won't fight directly in the present time wd #Taliban only Support wd only  war material &amp; training US is more cunning than Russia is very grim situation? https://t.co/WwigzZApja,0,1,0,X,
,,,,,,,,,
,,,,,,,,,
2871,645,1.26E+18,1.42E+18,"@sebastiankurz Mr. Kurtz, Turkey is not your father's land. Turkey is not a refugee home either. You have exploited the lands of Syria and Afghanistan; Withdraw the refugees of both countries from our country, whom you have killed with the terrorist organizations you support.",1,1,0,X,
2872,646,469509327,1.42E+18,"Putting all the complex politics &amp; nuance aside, you'd think jihadist propaganda would have been having a field day over the past year:

- Full US-#NATO #Afghanistan withdrawal
- U.S. ""withdrawing combat troops"" from #Iraq
- #France exit from #Mali
- US SOF exit from #Somalia",18,2,5,X,
,,,,,,,,,
,,,,,,,,,
2875,683,1.22E+18,1.41E+18,We are told our #enemies are #poorpeople in the #caves of #Afghanistan or the #poorpeople in the #deserts of #Iraq. As #soldiers we have been to those #countries and we know that our #enemies are the #poorpeople in far off #countries!,0,1,0,X,
,,,,,,,,,
,,,,,,,,,
2878,690,122656426,1.41E+18,"Alexander argues that, instead of working to achieve stability under democratic institutions chosen by Afghans, Pakistan’s post-9/11 military leaders have “sheltered Osama Bin Laden and Al-Qaeda while working to scale up military and terrorist campaigns  https://t.co/eN2XBroyuZ",12,2,3,X,
,,,,,,,,,
,,,,,,,,,
2881,703,67609471,1.41E+18,"All cultures are beautiful, and if i disagree im racist or so ive been told by the people on the right side of history
https://t.co/kbamoxVHby",37,1,5,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2887,745,67835392,1.42E+18,"While the outrage on #Taliban killing #DanishSiddiqui rages, remember, closer home JUH is fighting to protect Al Qaida terrorists arrested in UP. AIMIM has been routinely doing the same.",48,1,17,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2891,758,91569128,1.42E+18,Never understood how Saudi Arabia is UN recognized state but not Taliban,0,1,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2896,788,1.15E+18,1.42E+18,"Ray Armas escaped communist Cuba by windsurfing 90 miles to Florida. He then joined the US military and served in Afghanistan to say thank you tot he country that gave him freedom.  

WATCH his story: https://t.co/RnIxDNen45",24,3,4,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2907,811,9.01E+17,1.41E+18,@MasudAKhan6's account has been withheld in India in response to a legal demand. Learn more.,277,7,110,X,
,,,,,,,,,
2909,824,119295994,1.41E+18,So we clearing out from Afghanistan and been over there for years and bomb the country through out! But we won’t bomb Wuhan or take over a base there for this fucking virus! We will never get accountability for this weapon on mankind! #covidSurvivor #andstillsuffering,0,1,0,X,
,,,,,,,,,
,,,,,,,,,
2912,829,118083001,1.41E+18,Top Class Bitches at #HumStyleAwards #HumStyleAwards2021  #BanHumStyleAward @Humtvnetwork is a production of prostitutes in #Pakistan #AsimAzhar #ChalBeyChal #Bitcoin #Taliban #Crypto #SaudiArabia #Ethereum #TuesdayMotivation #TuesdayVibes #TuesdayFeeling https://t.co/lWkBJZ8hot,1,1,1,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2916,838,251008339,1.41E+18,"Days after interview to India Today on Taliban resurgence, counterterrorism expert Faran Jeffery ‘disappears’ https://t.co/l8d8jepk1b via @indiatoday",12,2,5,X,
,,,,,,,,,
2918,849,8.17E+17,1.41E+18,"Afgan- taliban issue is not a joke 
This will have a huge impact on Pakistan specifically Khyber Pakhtunkhwa.",11,1,0,X,Don�t understand because the next statement id irrelevant
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2923,1,36327407,1.42E+18,"India again kept out of extended troika meeting on #Afghanistan convened by Russia

(report by @Rezhasan) 

https://t.co/esL369563H https://t.co/84DwVJiAX7",23,1,6,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2929,44,93150230,1.42E+18,@Jana_Shah's account has been withheld in India in response to a legal demand. Learn more.,532,21,124,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2935,87,9.75E+17,1.42E+18,Traditional embroidery on a Pashtun dress from Pakistan/Afghanistan border. Proud to be from a culture that produces such beautiful works of art and is full of such colour and vibrancy. #SouthAsianHeritageMonth https://t.co/KuOycY94I1,41,4,7,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2946,153,741520723,1.43E+18,Any reading suggestions on how Moscow is viewing the evolving situation in Afghanistan right now?,54,7,1,X,don�t understand
,,,,,,,,,
2948,171,518687078,1.43E+18,Reading this after someone posted it as an example of history repeating itself. https://t.co/zWIngNAZ2g #Afghanistan #Cambodia,1,1,5,X,from previous tweets it looks relevant but individually not�???
,,,,,,,,,
,,,,,,,,,
2951,191,1557001610,1.43E+18,Dishonor in Afghanistan Goldberg nails it again. https://t.co/hZ7lRS2mCs,35,8,5,X,
,,,,,,,,,
2953,208,65671909,1.43E+18,"Is TALIBAN a new US-Israel-Saudi plan?
After failour of their ISIS to enter #Iran from west borders 
are they trying to use their lesson learned at the easten
gates?
Qasem soleimani is not around any more
Flag has changed from black into white
ISIS name is Moderate Taleban now https://t.co/pEmyZcfUwR",1,1,1,X,its not mentioned with afghanistan
2954,218,156324961,1.43E+18,"I wish someday in my life I get the chance to meet the Taliban military strategists. From being Guerilla fighters who failed to enter into Jalalabad back in the days to a might that decimated entire Afghan corps. Complete decimation. 

Fact not a compliment.",4,1,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2958,267,9.36E+17,1.43E+18,"I present to you the shilliest of shill accounts ever. 

Joined today, 5 tweets, all replies defending the Taliban, starting just 45 minutes ago. 

Wow. https://t.co/LYa9evb21p",13,4,2,X,
,,,,,,,,,
2960,275,749863848,1.43E+18,Pretty wild how loose the covid restrictions are in Afghanistan right now,9,2,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2966,358,1.41E+18,1.43E+18,Complete Afghanistan post game breakdown this Monday with @703Kyle and possibly a round table.,2,1,0,X,
2967,366,871608511,1.43E+18,@GhulamNabiMadni's account has been withheld in India in response to a legal demand. Learn more.,13,1,3,X,
,,,,,,,,,
,,,,,,,,,
2970,404,3239527219,1.43E+18,"With Taliban takeover of Afghanistan, Pakistan now more relax with one frontier. Pakistan may try to create trouble in its other frontier. There is chance that mess we have created in Kashmir is not going to help us.",17,2,4,X,
,,,,,,,,,
,,,,,,,,,
2973,419,1.30E+18,1.43E+18,"#China is looking to expand its ambitious #BRI project with the help of #Pakistan’s proxy #Taliban since Afghan govt under President #Ghani has earlier rejected the #Chinese proposal.

@calxandr
@Ben_Westcott
@benedictrogers

https://t.co/sDUMJGsWdW",2,1,0,X,because its not related with war
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2980,458,4403407942,1.43E+18,#NAME?,19,3,1,X,
2981,467,424083365,1.43E+18,"Gwadar Port, the centerpiece of #China 🇨🇳 -#Pakistan 🇵🇰 Economic Corridor (CPEC), has become operational with arrival of 1st ship from China in October 2016. It opens an access to the Indian Ocean for Chinese power projection. China will offer the Taliban a connectivity to CPEC. https://t.co/yY0d7FF9m5",85,5,29,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2985,498,1.26E+18,1.43E+18,"Thread: UK government and USA government are terrorists. Why? Because they fund multiple terrorist groups like Taliban. Just like we said shamima begum was a terrorist because she went abroad to marry an ISIS member and decided to stay there , we should also point out that our …",0,1,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2992,533,19867664,1.43E+18,"Just a thought. Can we just start growing poppies in the EU and make opium here, so that the Taliban would be cut off of majority of their wealth? The EU would then collect taxes on the production. 1/3",5,1,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2998,565,62408967,1.43E+18,"Lebanon, Haiti, Afghanistan, plague, environmental apocalypse. 

Lord, if it’s the end of the world, then just descend from the sky and say that.",16,1,1,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
3002,586,608502484,1.43E+18,"Once again, seeing his intelligence and analysis regards Afghanistan, we are reminded that @RoryStewartUK could have been PM.

Remember he was right about COVID in March ‘20 too.

But the Conservative party chose somebody who they thought it’d be fun to have a pint with.",2,1,1,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
3010,641,419356257,1.43E+18,From Iraq to Afghanistan the UN should held United States responsible for killing of millions in the last 20 years in the post 9/11 scenario and getting nothing out of it except that its policy led to the rise of extremisim in the world.,797,38,176,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
3018,728,2820866529,1.43E+18,The billion dollar new narco-state and heroin trades is blossoming in #Afghanistan under the #Talibans and why the Taliban is a better and cheaper alternative for Pharma Companies and the Drug Cartels. https://t.co/Kz8GvWr0f0,62,2,7,X,
,,,,,,,,,
3020,739,3909450376,1.43E+18,"PYTHON57 624139 #USAF RC135W active over Gulf of Oman @ FL260, possibly in/outbound #Afghanistan 1158z",4,3,1,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
3024,776,262527141,1.43E+18,"Chomsky on #Afghanistan in 2002 at the beginning of the US invasion:   

1/   
""If you take a poll of US intellectuals, support for bombing Afghanistan is just overwhelming. But how many of them think we should bomb Washington because of the US war against Nicaragua or Cuba... https://t.co/uQB3oM1Exq",3,1,1,X,
,,,,,,,,,
3026,813,3250011372,1.43E+18,"So what if Pakistani Taliban headed towards Islamabad for establishing Islamic sharia law in Pakistan, would you support?
#KabulHasFallen
#Talibans
#طالبان 
#AshrafGhani",2,1,0,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
3030,850,48784644,1.42E+18,"Zaranj: A place I've been twice. For those who haven't, it's a relatively small town on the sand-swept border between #Afghanistan &amp; #Iran, home to an important crossing between the two countries.
https://t.co/IxCkSpOktt",1,2,1,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
3034,890,1.04E+18,1.42E+18,"Every student wish
Taliban please come to pakistan 🇵🇰 
#Shafqatmehmood
#NCOC
#Talibans https://t.co/mK6ynjWkJE",6,1,0,X,
3035,891,2326532184,1.42E+18,"#Turkey detains 300 migrants near #Iranian border 

#ArianaNews #Afghanistan 

https://t.co/e6LtDjZnhT https://t.co/Alz9Ass6Sk",11,2,1,X,
,,,,,,,,,
3037,897,1.31E+18,1.42E+18,"The perpetrators, in this case, have yet to be identified. Meanwhile, Germany has been seeing two women or girls gang-raped every day. Not a German citizen. The men often came from Islamic countries: Afghanistan, Syria, Iraq.”

https://t.co/Jv0hb4uyJb via @Shareaholic",7,2,9,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
3041,909,1.07E+18,1.42E+18,"#DanielHale, who bravely blew the whistle on the horrific &amp; criminal US drone program in #Afghanistan under Obama, was last week sentenced via the Espionage Act to 45 months in prison for his so-called ""crime"".
#USAuthoritarianism
https://t.co/jsu9tGm9Fk via @richimedhurst",1,1,0,X,
,,,,,,,,,
3043,917,1523912785,1.42E+18,"#Afghanistan Ministry of Public Health today reported 587 new cases of COVID-19 out of 2,642 samples tested in the last 24 hours. The ministry also reported 30 #deaths and 954 #recoveries from COVID-19 in the same period.
@mophofficial @WahidMajrooh @WHOAfghanistan @WHO @ARG_AFG https://t.co/M6eeznGZx6",6,1,1,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
3051,960,2432351294,1.42E+18,"Canada was wrong to fight in Afghanistan.  Blame the Liberals and Conservatives for killing many.

The Conservatives were wrong to attack the NDP for wanting a negotiated solution.   Blame them especially.

Remember that at the next election. https://t.co/Nf3o7BksCg",6,2,1,X,
3052,965,211380041,1.42E+18,"#MazariSharifGenocide of #Hazaras by #Pashtun #Taliban (1998) https://t.co/ZIa5tDvv0A

#TwitterHazaras https://t.co/pNguDLI5Zc",3,1,1,X,
,,,,,,,,,
3054,971,2380259108,1.42E+18,"While there has been progress across much of the country today, cycling for women is still seen as un-Islamic and immoral with females being threatened, assaulted and shot for merely riding a bike https://t.co/Hp5uALpndA",4,2,4,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
3062,1016,1.19E+18,1.43E+18,"@UNHumanRights led by @mbachelet has once again shown that her office has been politicized. @mbachelet never declare Fulani terrorists masquerading as herdsmen attacks war crimes,but her office has rushed to declare Taliban attacks seems to be war crimes. @UN is not for Africans",3,1,6,X,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
